ID	Unnamed: 0	Block	Row	Column	Name	circles	intensities	circle_qual	squares	intensities2_b	spot_images	std_intensities2	intensities2
1	0	1	1	1	LF-0.05	Circle(xy=(66, 76), radius=9)	453398	0.484375	Rectangle(xy=(44, 44.5), width=66, height=59, angle=0)	0.8893280632411067	"[[91 82 60 ... 56 43 44]
 [78 62 64 ... 95 56 82]
 [67 48 53 ... 46 94 56]
 ...
 [91 84 71 ... 62 68 77]
 [78 75 74 ... 40 73 60]
 [55 65 36 ... 68 84 35]]"	289.4276281741378	155.2173913043478
2	1	1	1	2	LF-0.05	Circle(xy=(132, 75), radius=9)	455464	0.453125	Rectangle(xy=(110, 43.5), width=66, height=59, angle=0)	0.83399209486166	"[[ 74  45  70 ...  41  56  63]
 [ 80  80  73 ...  53  52  55]
 [ 53 110  92 ...  76  90  62]
 ...
 [ 98  53  76 ... 144  72 126]
 [ 52  85  90 ...  59  61  59]
 [100  55  67 ...  63  89  62]]"	303.1338483458535	158.46245059288538
3	2	1	1	3	LF-0.05	Circle(xy=(201, 76), radius=9)	581317	0.5625	Rectangle(xy=(177, 43.5), width=66, height=59, angle=0)	0.8735177865612648	"[[ 78  83  63 ...  63  56  73]
 [122  79 117 ...  79  75  76]
 [ 99  91  64 ...  92  59  59]
 ...
 [ 60  79  82 ...  86 101 145]
 [ 77  71  81 ... 138  77  99]
 [ 75  78  36 ... 147  94 119]]"	360.26095113524536	203.08695652173913
4	3	1	1	4	LF-0.05	Circle(xy=(268, 75), radius=10.8)	901912	0.6249999999999997	Rectangle(xy=(244, 43.5), width=66, height=59, angle=0)	1.4684931506849315	"[[ 72  31  82 ...  74 108 180]
 [ 52  83  93 ...  87  96 109]
 [105  82  84 ...  88  81 115]
 ...
 [ 92  72  72 ... 103  59  85]
 [ 52  60 114 ...  45  77  73]
 [ 79  91  99 ... 106  53  81]]"	756.4134074763255	364.35616438356163
5	4	1	1	5	LF-0.05	Circle(xy=(350, 81), radius=9)	1176383	0.296875	Rectangle(xy=(311, 42.5), width=66, height=59, angle=0)	0.1541501976284585	"[[ 97  88  64 ... 195  68  53]
 [ 59  98  84 ...  94  79  71]
 [ 96  68  59 ...  89  69 113]
 ...
 [ 66  98  64 ... 167 851 299]
 [ 62 112  78 ... 156 508 270]
 [ 49  75  74 ... 500 780 281]]"	37.94198360097867	107.20553359683794
6	5	1	1	6	LF-0.05	Circle(xy=(414, 90), radius=10.8)	1116098	0.31944444444444453	Rectangle(xy=(378, 42.5), width=66, height=59, angle=0)	0.4958904109589041	"[[ 74 100  90 ...  72  71  82]
 [137 104  82 ...  97  80  51]
 [140 127 121 ...  94  67  58]
 ...
 [324 118 181 ... 310 332 120]
 [170 121 124 ... 260 267 125]
 [169 170 150 ... 182 211 184]]"	133.02459981005632	257.1095890410959
7	6	1	1	7	LF-0.05	Circle(xy=(469, 70), radius=10.8)	627033	0.6388888888888885	Rectangle(xy=(445, 42.5), width=66, height=59, angle=0)	1.4876712328767123	"[[ 77  49  56 ...  97 119  82]
 [ 57  72  69 ...  43 104 125]
 [ 91  67  73 ...  84  98  93]
 ...
 [381 414 444 ... 115  59  65]
 [361 414 507 ... 140  99 124]
 [452 547 533 ...  73  77 118]]"	469.1532189312488	406.31780821917806
8	7	1	1	8	LF-0.05	Circle(xy=(541, 72), radius=9)	603040	0.703125	Rectangle(xy=(512, 42.5), width=66, height=59, angle=0)	1.3517786561264822	"[[138 105 139 ... 130 107 128]
 [ 80 134 113 ... 129 211 131]
 [ 91  99 149 ...  63 120  47]
 ...
 [ 43  94  56 ...  60  53  33]
 [ 55  78 100 ...  76  85  94]
 [104  39  67 ...  61  43  80]]"	420.30287969294943	570.4861660079051
9	8	1	1	9	LF-0.05	Circle(xy=(603, 71), radius=9)	544644	0.5	Rectangle(xy=(578, 41.5), width=66, height=59, angle=0)	1.1818181818181819	"[[ 60  65 120 ... 135 127 100]
 [110 122  75 ...  85  83  92]
 [ 81  96 103 ...  80 113 147]
 ...
 [ 55  85  54 ...  76  73  63]
 [ 62 101  51 ... 101  95  87]
 [149  45 104 ...  91 164 112]]"	349.02301116024046	328.6600790513834
10	9	1	1	10	LF-0.05	Circle(xy=(671, 72), radius=10.8)	446704	0.5694444444444443	Rectangle(xy=(645, 41.5), width=66, height=59, angle=0)	1.0986301369863014	"[[ 83  86  69 ...  51  92  55]
 [ 57  56 104 ...  73  77  74]
 [ 97  76  80 ...  70  51  78]
 ...
 [ 68  87  75 ...  85  90  72]
 [ 58  39  68 ...  82 123  91]
 [ 62  81  38 ...  92  81 135]]"	373.1010365055909	328.0109589041096
11	10	1	1	11		Circle(xy=(750, 75.5), radius=18)	404146	0.0	Rectangle(xy=(712, 41.5), width=66, height=59, angle=0)	0.06818181818181818	"[[ 61  78  46 ...  73 106  59]
 [117 100  75 ...  78  64  87]
 [ 94 109  66 ...  69  91  43]
 ...
 [121  86  66 ...  98 100  74]
 [ 86  82  83 ...  48  65  29]
 [ 67  59  87 ...  94  70 108]]"	1560.7254270023218	149.8586956521739
12	11	1	1	12		Circle(xy=(817, 74.5), radius=18)	375486	0.0	Rectangle(xy=(779, 40.5), width=66, height=59, angle=0)	0.23221343873517786	"[[ 42  69  78 ... 111  60  94]
 [ 49  46 114 ...  44  68  73]
 [ 66  84 142 ...  74  41  54]
 ...
 [ 64  33 131 ...  50  59  65]
 [170  70  59 ...  53  78  93]
 [ 66  48 113 ...  76  85  71]]"	42.20632267817929	87.56916996047431
13	12	1	1	13		Circle(xy=(884, 74.5), radius=18)	334781	0.0	Rectangle(xy=(846, 40.5), width=66, height=59, angle=0)	0.0	"[[ 63  67 100 ...  50  86  86]
 [ 50  92  76 ...  76  75  63]
 [131 103  67 ...  77  42 102]
 ...
 [ 53  68 127 ...  49  54  51]
 [ 74  75  89 ...  81 218 130]
 [108 748 184 ...  60 118 120]]"	52.259166660470854	90.24802371541502
14	13	1	1	14		Circle(xy=(951, 74.5), radius=18)	376264	0.0	Rectangle(xy=(913, 40.5), width=66, height=59, angle=0)	0.0	"[[ 63  57  45 ...  90  82  33]
 [ 91  51  61 ...  59  60  60]
 [ 57  92  95 ... 112 106  82]
 ...
 [ 47  70  93 ...  51  38  41]
 [ 83  84  63 ...  66  50  63]
 [ 71  37  82 ...  61  90  47]]"	43.70553046909827	78.69762845849803
15	14	1	1	15		Circle(xy=(1018, 74.5), radius=18)	575566	0.0	Rectangle(xy=(980, 40.5), width=66, height=59, angle=0)	0.0	"[[ 88  71 113 ...  61  53  73]
 [ 57  61  93 ...  49  79  45]
 [ 69  71 107 ...  92  74  95]
 ...
 [ 42  46  81 ...  49  73  83]
 [ 64 122  69 ...  84  91  97]
 [ 45  86  54 ...  45 100  53]]"	26.13509786828658	76.58399209486166
16	15	1	2	1	P080	Circle(xy=(69, 132), radius=16.2)	10705162	0.42307692307692335	Rectangle(xy=(44, 103.5), width=66, height=59, angle=0)	14.288299155609169	"[[ 71 105  63 ...  84  97  49]
 [ 60 105  68 ...  34 100  48]
 [ 59  98  70 ...  56  66  52]
 ...
 [ 90 110 112 ...  83  71  54]
 [109 181  46 ...  33  76  83]
 [ 89 103 303 ...  71  73  66]]"	17039.296468283992	10836.352231604342
17	16	1	2	2	P081	Circle(xy=(133, 133), radius=16.2)	627362	0.45192307692307726	Rectangle(xy=(111, 103.5), width=66, height=59, angle=0)	0.43425814234016885	"[[ 50  58  32 ... 122 109  76]
 [ 86  58  61 ...  93  82 113]
 [ 54  55  70 ...  90  52 104]
 ...
 [ 41  65  71 ...  94 123  85]
 [ 70  61  50 ... 127  98  86]
 [ 72  81  48 ... 362 114  51]]"	175.9698396743716	210.54282267792522
