ID	Unnamed: 0	Block	Row	Column	Name	circles	intensities	circle_qual	squares	intensities2_b	spot_images	std_intensities2	intensities2
1	0	1	1	1	LF-0.05	Circle(xy=(93, 111), radius=9)	1819161	0.21875	Rectangle(xy=(59.5, 84.5), width=67, height=59, angle=0)	0.9841897233201581	"[[ 287  304  311 ...  324  266  289]
 [ 291  325  249 ...  487  406  168]
 [ 326  238  223 ...  233  419  148]
 ...
 [ 343  228  290 ...  411  246  194]
 [ 599  207  222 ...  412 1258  237]
 [ 227  725  644 ...  392  312  759]]"	292.3745081313454	469.6166007905138
2	1	1	1	2	LF-0.05	Circle(xy=(156, 116), radius=9)	2195894	0.53125	Rectangle(xy=(126.5, 84.5), width=67, height=59, angle=0)	1.256916996047431	"[[342 396 258 ... 394 290 594]
 [216 244 155 ... 316 244 304]
 [208 261 234 ... 279 857 273]
 ...
 [292 252 300 ... 266 162 153]
 [327 375 256 ... 179 326 446]
 [362 230 296 ... 394 125 278]]"	5308.530578738709	1325.6798418972332
3	2	1	1	3	LF-0.05	Circle(xy=(223, 116), radius=9)	1364314	0.640625	Rectangle(xy=(193.5, 84.5), width=67, height=59, angle=0)	2.067193675889328	"[[283 192 239 ... 580 337 258]
 [242 199 310 ... 223 305 554]
 [155 205 268 ... 252 299 238]
 ...
 [250 290 167 ... 246 205 352]
 [229 169 165 ... 164 152 183]
 [257 227 214 ... 271 275 327]]"	2258.396904653793	832.7865612648221
4	3	1	1	4	LF-0.05	Circle(xy=(294, 119), radius=9)	1261129	0.421875	Rectangle(xy=(260.5, 84.5), width=67, height=59, angle=0)	1.565217391304348	"[[384 442 274 ... 882 483 513]
 [536 194 326 ... 166 189 281]
 [449 420 635 ... 245 198 183]
 ...
 [217 231 183 ... 248 296 210]
 [293 211 152 ... 219 339 267]
 [289 201 174 ... 238 293 237]]"	1150.3220740441952	569.4782608695652
5	4	1	1	5	LF-0.05	Circle(xy=(361, 120), radius=9)	1027104	0.40625	Rectangle(xy=(328.5, 84.5), width=67, height=59, angle=0)	1.5691699604743083	"[[ 209  213  139 ...  195  236  111]
 [ 323  304  252 ...  140  153  116]
 [ 479  530  257 ...  132  414  178]
 ...
 [ 279  323  200 ...  796  723  558]
 [ 223  228  204 ...  955 1992 2104]
 [ 237  255  314 ... 2365 1118 1944]]"	239.37090447315052	438.29644268774706
6	5	1	1	6	LF-0.05	Circle(xy=(419, 118), radius=9)	1208170	0.484375	Rectangle(xy=(395.5, 84.5), width=67, height=59, angle=0)	0.3241106719367589	"[[224 219 141 ... 160 175 177]
 [148 209 392 ... 297 228 226]
 [247 102 165 ... 218 198 323]
 ...
 [225 314 300 ... 177 196 137]
 [233 149 316 ... 120 247 139]
 [313 274 265 ... 230 125 182]]"	916.3024094411504	404.7707509881423
7	6	1	1	7	LF-0.05	Circle(xy=(492, 120), radius=9)	1082855	0.4375	Rectangle(xy=(462.5, 84.5), width=67, height=59, angle=0)	0.9169960474308301	"[[ 153  133  146 ...  166  162  227]
 [ 202  145  116 ...  173  159  199]
 [ 191  109  158 ...  172  105  121]
 ...
 [ 139  285  412 ...  315 1168  394]
 [ 340  223  186 ...  927  300  362]
 [ 211  162  155 ...  221  340 2025]]"	181.0345790661725	333.60869565217394
8	7	1	1	8	LF-0.05	Circle(xy=(559, 117), radius=9)	1453605	0.328125	Rectangle(xy=(530.5, 84.5), width=67, height=59, angle=0)	0.9604743083003953	"[[109 180  88 ... 257 214 447]
 [140 187 255 ... 279 374 303]
 [ 81 203 163 ... 240 275 193]
 ...
 [295 336 312 ... 301 261 294]
 [391 353 196 ... 402 338 300]
 [317 305 240 ... 287 276 228]]"	347.78310222177896	503.75494071146244
9	8	1	1	9	LF-0.05	Circle(xy=(627, 120), radius=10.8)	1144870	0.29166666666666674	Rectangle(xy=(597.5, 84.5), width=67, height=59, angle=0)	0.7041095890410959	"[[174 184 211 ... 243 397 271]
 [171 212 221 ... 243 291 334]
 [203 188 242 ... 376 330 231]
 ...
 [300 227 197 ... 220 178 291]
 [198 220 147 ... 252 310 238]
 [191 263 139 ... 365 255 311]]"	157.24326613198537	323.81369863013697
10	9	1	1	10	LF-0.05	Circle(xy=(690, 115), radius=9)	927773	0.40625	Rectangle(xy=(664.5, 84.5), width=67, height=59, angle=0)	0.5059288537549407	"[[298 241 136 ... 376 267 205]
 [337 271 224 ... 150 185 170]
 [522 474 283 ... 195 168 175]
 ...
 [308 246 199 ... 126  97 119]
 [254 207 276 ... 120 102 129]
 [309 206 159 ... 116 120 122]]"	195.6661998406086	306.94466403162056
