ID	Unnamed: 0	Block	Row	Column	Name	circles	intensities	circle_qual	squares	intensities2_b	spot_images	std_intensities2	intensities2
1	0	1	1	1	LF-0.05	Circle(xy=(73, 138), radius=9)	613113	0.421875	Rectangle(xy=(44.5, 112.5), width=67, height=59, angle=0)	0.0	"[[ 97  91  57 ...  92 135  49]
 [ 68  98  80 ...  88  77 112]
 [ 66  61  67 ... 119  53  87]
 ...
 [132 127 145 ... 105 131  79]
 [157 116 114 ... 110 102 106]
 [ 95 144 469 ...  80 100 156]]"	361.83286155399793	416.64426877470356
2	1	1	1	2	LF-0.05	Circle(xy=(136, 139), radius=9)	663842	0.40625	Rectangle(xy=(111.5, 111.5), width=67, height=59, angle=0)	0.24110671936758893	"[[ 83 108  89 ... 178 114 188]
 [ 60 125  67 ... 228 194  98]
 [ 91 128 112 ... 196 128 182]
 ...
 [ 67  68 105 ... 106 103 113]
 [ 85  75  76 ... 142 140 119]
 [ 80 134 113 ... 192 156 155]]"	298.73764703446835	447.35573122529644
3	2	1	1	3	LF-0.05	Circle(xy=(207, 138), radius=9)	831999	0.40625	Rectangle(xy=(179.5, 111.5), width=67, height=59, angle=0)	0.039525691699604744	"[[ 230  202  255 ...  273  165  291]
 [ 180 1139  924 ...  188  136 1459]
 [ 140  192  150 ...  140  105  228]
 ...
 [ 177  138  184 ...  168  116  265]
 [ 147  165  156 ...  106  179  113]
 [ 110  159  386 ...   70  129  216]]"	353.7089295049563	619.7312252964427
4	3	1	1	4	LF-0.05	Circle(xy=(276, 137), radius=9)	712694	0.328125	Rectangle(xy=(246.5, 110.5), width=67, height=59, angle=0)	0.0	"[[146 121 159 ... 125 102 210]
 [170 178 131 ... 191 169 321]
 [160 160 175 ... 534 154 129]
 ...
 [123 127  61 ... 108  90 118]
 [221 133 114 ... 145 129  85]
 [ 74 120 124 ... 113  92  97]]"	312.3488848019017	377.7114624505929
5	4	1	1	5	LF-0.05	Circle(xy=(352.5, 144.5), radius=18)	806508	0.0	Rectangle(xy=(314.5, 110.5), width=67, height=59, angle=0)	0.12745098039215685	"[[329 422 453 ... 276 287 165]
 [ 92 276 224 ... 155 249 351]
 [176 170 151 ... 174 158 192]
 ...
 [ 94 125  70 ... 194 139 411]
 [131 129 150 ... 140 291 190]
 [157 231 103 ... 155 207 232]]"	241.29448296156576	256.8637254901961
6	5	1	1	6	LF-0.05	Circle(xy=(420.5, 143.5), radius=18)	890897	0.0	Rectangle(xy=(382.5, 109.5), width=67, height=59, angle=0)	0.00392156862745098	"[[180 208 193 ... 228 510 172]
 [257 238 252 ... 186 134 125]
 [234 192 171 ... 224 263 219]
 ...
 [184 149 163 ... 137 139 113]
 [162 325 126 ...  93 126 105]
 [233 125 176 ... 136 132  93]]"	252.00768315144424	277.5558823529412
7	6	1	1	7	LF-0.05	Circle(xy=(487.5, 143.5), radius=18)	816743	0.0	Rectangle(xy=(449.5, 109.5), width=67, height=59, angle=0)	0.1284313725490196	"[[246 147 103 ... 153 184 172]
 [134  92 140 ... 143 115 162]
 [145 163  90 ... 165 188 201]
 ...
 [160 129 191 ...  70 116  93]
 [261 138 147 ... 114 135  91]
 [119 138 127 ... 163  91 276]]"	396.82212666444894	290.25588235294117
8	7	1	1	8	LF-0.05	Circle(xy=(555.5, 142.5), radius=18)	818530	0.0	Rectangle(xy=(517.5, 108.5), width=67, height=59, angle=0)	0.5735294117647058	"[[154 163 161 ... 207 151 196]
 [238 149 124 ... 157 233 139]
 [168 211 155 ... 243 165 190]
 ...
 [ 95 102  91 ...  93 142 168]
 [163  66 106 ... 142  91  92]
 [112 148 105 ... 127  86 128]]"	254.8313589555113	269.9921568627451
9	8	1	1	9	LF-0.05	Circle(xy=(612, 140), radius=9)	777328	0.296875	Rectangle(xy=(585.5, 108.5), width=67, height=59, angle=0)	0.05138339920948617	"[[162 186 188 ... 271 222 178]
 [164 146 175 ... 278 281 206]
 [220  93 214 ... 186 510 619]
 ...
 [117 230 212 ... 228 128 100]
 [194 235 448 ... 140 234 238]
 [151 105 121 ... 164 125 153]]"	515.6066571885183	410.09090909090907
10	9	1	1	10	LF-0.05	Circle(xy=(682, 137), radius=9)	631423	0.375	Rectangle(xy=(652.5, 107.5), width=67, height=59, angle=0)	0.0	"[[167 124  66 ... 232 289 185]
 [ 71 118 167 ... 205 187 148]
 [161 183  68 ... 194 159 130]
 ...
 [105 141 117 ... 115 101  82]
 [155 111 198 ...  85 177  81]
 [129 104 247 ... 112  77  65]]"	246.3123984972234	406.75494071146244
11	10	1	1	11		Circle(xy=(758.5, 141.5), radius=18)	488294	0.0	Rectangle(xy=(720.5, 107.5), width=67, height=59, angle=0)	0.0	"[[139  98 131 ...  98 149 117]
 [149 110 188 ... 238 157 182]
 [153 134 184 ... 178 141 140]
 ...
 [ 79  78  76 ...  62 110  91]
 [ 76  60 105 ... 127  83  91]
 [113  88  73 ...  68  62 128]]"	127.06355024417344	120.51666666666667
