ID	Unnamed: 0	Block	Row	Column	Name	circles	intensities	circle_qual	squares	intensities2_b	spot_images	std_intensities2	intensities2
1	0	1	1	1	LF-0.05	Circle(xy=(76, 154.5), radius=18)	1985299	0.0	Rectangle(xy=(37, 120.5), width=68, height=59, angle=0)	0.2440711462450593	"[[ 891  969  848 ...  451  281  320]
 [ 794 1051  796 ...  316  395  282]
 [ 701  811  771 ...  309  302  340]
 ...
 [ 647  511  530 ...  262  306  285]
 [ 806  606  509 ...  339  264  266]
 [ 830  685  478 ...  419  246  236]]"	275.7971786174438	407.82707509881425
2	1	1	1	2	LF-0.05	Circle(xy=(144, 153.5), radius=18)	1380889	0.0	Rectangle(xy=(105, 119.5), width=68, height=59, angle=0)	0.22332015810276679	"[[ 198  246  286 ... 1370  821  521]
 [ 244  200  217 ...  734  302  148]
 [ 195  328  268 ...  411  538  401]
 ...
 [ 196  137  204 ...  521  265  219]
 [ 160  128  246 ...  370  233  303]
 [ 229  168  178 ...  223  156  223]]"	461.7774144131808	439.7351778656126
3	2	1	1	3	LF-0.05	Circle(xy=(212, 153.5), radius=18)	1410440	0.0	Rectangle(xy=(173, 119.5), width=68, height=59, angle=0)	0.25790513833992096	"[[215 246 285 ... 399 467 422]
 [251 301 208 ... 419 479 960]
 [446 298 277 ... 507 345 466]
 ...
 [334 288 281 ... 361 278 358]
 [270 145 353 ... 744 297 378]
 [282 224 220 ... 365 398 344]]"	316.48715314133824	364.1314229249012
4	3	1	1	4	LF-0.05	Circle(xy=(280, 153.5), radius=18)	1770228	0.0	Rectangle(xy=(241, 119.5), width=68, height=59, angle=0)	0.30039525691699603	"[[365 639 711 ... 859 606 417]
 [401 602 679 ... 656 596 604]
 [634 556 815 ... 501 571 701]
 ...
 [228 272 297 ... 265 229 256]
 [224 399 405 ... 333 237 243]
 [275 364 358 ... 278 259 241]]"	352.06584475945516	390.7697628458498
5	4	1	1	5	LF-0.05	Circle(xy=(348, 153.5), radius=18)	2187047	0.0	Rectangle(xy=(309, 119.5), width=68, height=59, angle=0)	0.29446640316205536	"[[576 727 528 ... 320 420 381]
 [760 975 857 ... 399 418 457]
 [737 859 796 ... 496 535 504]
 ...
 [366 432 523 ... 905 700 623]
 [343 450 370 ... 571 657 937]
 [744 326 305 ... 548 484 554]]"	644.2291476270804	452.57707509881425
6	5	1	1	6	LF-0.05	Circle(xy=(416, 153.5), radius=18)	1725272	0.0	Rectangle(xy=(377, 119.5), width=68, height=59, angle=0)	0.3201581027667984	"[[257 454 352 ... 408 347 289]
 [394 388 567 ... 310 382 400]
 [226 340 350 ... 270 409 375]
 ...
 [582 629 521 ... 228 173 308]
 [778 620 592 ... 239 538 430]
 [655 676 496 ... 237 311 361]]"	913.0887549575688	427.2124505928854
7	6	1	1	7	LF-0.05	Circle(xy=(483, 147), radius=9)	1816224	0.28125	Rectangle(xy=(445, 119.5), width=68, height=59, angle=0)	0.391304347826087	"[[404 241 292 ... 323 416 261]
 [412 399 296 ... 311 532 299]
 [388 364 373 ... 351 477 376]
 ...
 [482 468 453 ... 156 206 232]
 [560 397 316 ... 126 185 163]
 [420 347 250 ... 201 200 215]]"	268.7448651188884	342.6126482213439
8	7	1	1	8	LF-0.05	Circle(xy=(548, 149), radius=14.4)	1221986	0.5625000000000001	Rectangle(xy=(514, 119.5), width=68, height=59, angle=0)	0.4611872146118721	"[[354 286 298 ... 182 181 190]
 [251 257 550 ... 392 252 199]
 [350 359 387 ... 280 389 243]
 ...
 [303 240 192 ... 367 319 409]
 [296 295 269 ... 278 384 245]
 [321 322 223 ... 354 326 285]]"	285.83625534653817	320.9558599695586
9	8	1	1	9	LF-0.05	Circle(xy=(611, 154), radius=9)	669483	0.265625	Rectangle(xy=(582, 119.5), width=68, height=59, angle=0)	1.1027667984189724	"[[193  93 116 ...  61  51  47]
 [145 154 126 ...  63  38  48]
 [362 210 109 ...  40  73  52]
 ...
 [148 196 139 ...  37  38  55]
 [210 306 158 ... 125  93  57]
 [163 113 165 ...  48  58  87]]"	247.39917077634541	403.7865612648221
10	9	1	1	10	LF-0.05	Circle(xy=(683, 151), radius=9)	292839	0.3125	Rectangle(xy=(650, 119.5), width=68, height=59, angle=0)	0.841897233201581	"[[34 23 55 ... 56 51 42]
 [43 46 55 ... 57 45 77]
 [77 44 32 ... 46 35 41]
 ...
 [64 60 65 ... 62 30 49]
 [61 39 29 ... 41 64 33]
 [79 45 64 ... 60 38 57]]"	200.7934359906876	317.00395256916994
