ID	Unnamed: 0	Block	Row	Column	Name	circles	intensities	circle_qual	squares	intensities2_b	spot_images	std_intensities2	intensities2
1	0	1	1	1	LF-0.05	Circle(xy=(81, 139), radius=9)	414594	0.28125	Rectangle(xy=(50.5, 111.5), width=67, height=59, angle=0)	0.5652173913043478	"[[  81   80   55 ...   80  141   75]
 [  75   53   56 ...   58   74   53]
 [1459   45   92 ...   58   56  104]
 ...
 [  65   94   75 ...  141   98  121]
 [  76   77   80 ...   57   61  140]
 [  88   46   38 ...   46   98   58]]"	166.9383709366452	249.72727272727272
2	1	1	1	2	LF-0.05	Circle(xy=(154, 142), radius=9)	493751	0.28125	Rectangle(xy=(117.5, 110.5), width=67, height=59, angle=0)	0.549407114624506	"[[ 41  54 275 ...  25  74  64]
 [ 47  55 359 ...  54  80 128]
 [ 62  79  73 ...  71  86  51]
 ...
 [ 39  63  87 ... 108  73  44]
 [ 83  78 105 ...  91  60  75]
 [ 70 101  96 ...  75  54  70]]"	276.7048881944118	304.3794466403162
3	2	1	1	3	LF-0.05	Circle(xy=(217, 143), radius=9)	445201	0.234375	Rectangle(xy=(184.5, 110.5), width=67, height=59, angle=0)	0.8656126482213439	"[[ 62  71  49 ...  58  61 116]
 [ 82 100  92 ...  53  56  74]
 [ 51  94  74 ...  50  86  48]
 ...
 [ 64  76  60 ...  88  91 113]
 [ 62  62  58 ...  59  47  90]
 [ 63  93  40 ...  81  71  84]]"	404.8211006668582	481.2648221343874
4	3	1	1	4	LF-0.05	Circle(xy=(290, 139), radius=9)	634006	0.421875	Rectangle(xy=(251.5, 110.5), width=67, height=59, angle=0)	0.2015810276679842	"[[ 39  58  62 ...  75  65  45]
 [ 91  50  87 ...  73  68 139]
 [ 57  95  94 ...  49  60  92]
 ...
 [ 87  71  91 ...  94  93  60]
 [ 65 177  61 ... 124 109 112]
 [101  52  69 ... 124 111  97]]"	421.7822407221954	241.67588932806325
5	4	1	1	5	LF-0.05	Circle(xy=(359, 140), radius=9)	630839	0.28125	Rectangle(xy=(319.5, 109.5), width=67, height=59, angle=0)	0.35177865612648224	"[[ 49 111  63 ...  78  98 760]
 [ 56  52  46 ...  74 112 527]
 [ 66  58  67 ... 113 129 102]
 ...
 [ 45  68  52 ... 117  78  59]
 [ 59  98 103 ...  64  49  50]
 [ 63  72  99 ... 103  69  98]]"	822.8407136298459	454.04347826086956
6	5	1	1	6	LF-0.05	Circle(xy=(421, 141), radius=9)	1047837	0.3125	Rectangle(xy=(386.5, 109.5), width=67, height=59, angle=0)	0.8023715415019763	"[[116  81  58 ...  53  96  77]
 [ 63  59  98 ...  59  69  41]
 [148 127  58 ... 398 123  68]
 ...
 [ 53  78  49 ...  38  74  63]
 [ 69  80  90 ...  70 122  58]
 [ 74  35  40 ...  72 178  68]]"	1007.0574345114983	938.4782608695652
7	6	1	1	7	LF-0.05	Circle(xy=(458, 125), radius=9)	463535	0.234375	Rectangle(xy=(453.5, 109.5), width=67, height=59, angle=0)	0.0593607305936073	"[[ 89 129  46 ...  63  84 109]
 [ 99  74  94 ...  90  41  87]
 [117  52  87 ...  37  72  47]
 ...
 [ 61 105  77 ...  58  56  69]
 [ 92 219  86 ...  64 131  34]
 [ 36  79  63 ...  38  53 130]]"	112.41306411162951	108.40182648401826
8	7	1	1	8	LF-0.05	Circle(xy=(565, 142), radius=9)	675910	0.28125	Rectangle(xy=(521.5, 109.5), width=67, height=59, angle=0)	0.07114624505928854	"[[ 90 164 119 ... 227 143 503]
 [289 381  69 ... 409 110  96]
 [156 133  88 ...  51 109 378]
 ...
 [ 71 124  62 ...  71  81 108]
 [113 113  96 ...  67  96  46]
 [127  80  85 ...  90  96  66]]"	213.151090100833	136.53359683794466
9	8	1	1	9	LF-0.05	Circle(xy=(621, 143), radius=9)	474961	0.21875	Rectangle(xy=(588.5, 108.5), width=67, height=59, angle=0)	0.616600790513834	"[[148 105 109 ... 112 137  90]
 [123 713 742 ...  68  80 130]
 [100 224 212 ...  62 138  64]
 ...
 [ 68  75  68 ...  91  76  74]
 [ 68 127  66 ...  78  88 113]
 [ 38  88 132 ... 110  89  97]]"	277.87144518473934	314.72332015810275
10	9	1	1	10	LF-0.05	Circle(xy=(689, 142), radius=9)	569105	0.203125	Rectangle(xy=(655.5, 108.5), width=67, height=59, angle=0)	0.6403162055335968	"[[100  86  72 ...  61  75  52]
 [ 99  53 102 ...  64  87  65]
 [ 62  75 129 ...  57  69  74]
 ...
 [142  99  91 ...  44  55 107]
 [ 77  67 102 ... 192  57  59]
 [ 73  57  35 ... 113 112  99]]"	277.76734424138175	360.2134387351779
