ID	Unnamed: 0	Block	Row	Column	Name	circles	intensities	circle_qual	squares	intensities2_b	spot_images	std_intensities2	intensities2
1	0	1	1	1	LF-0.05	Circle(xy=(96, 66), radius=16.2)	3010735	0.3557692307692309	Rectangle(xy=(63.5, 35.5), width=67, height=59, angle=0)	0.255729794933655	"[[2217 1233 1211 ...  231  205  184]
 [ 261  314  224 ...  354  232  141]
 [ 356  274  256 ...  211  197  164]
 ...
 [3758  281  233 ...  450  629  518]
 [ 449  234  219 ... 1044 1029  563]
 [ 299  212  222 ...  491  413  397]]"	2177.471233019838	641.9794933655006
2	1	1	1	2	LF-0.05	Circle(xy=(154, 66), radius=16.2)	2559858	0.37500000000000017	Rectangle(xy=(130.5, 35.5), width=67, height=59, angle=0)	0.31363088057901084	"[[ 164  151  167 ...  231  205  232]
 [ 368  150  180 ...  143  158  115]
 [ 414  297  204 ...  166  173  232]
 ...
 [ 732  507  375 ...  529  997 6351]
 [1629  490  405 ...  454  681  714]
 [ 287  316 1032 ... 1875  752 5970]]"	1071.1854733473851	588.0120627261762
3	2	1	1	3	LF-0.05	Circle(xy=(232, 64), radius=9)	2291699	0.265625	Rectangle(xy=(197.5, 35.5), width=67, height=59, angle=0)	0.7035573122529645	"[[ 197  258  307 ...  277  111  140]
 [ 694  250  541 ...  178  152  148]
 [ 286  320  277 ...  153  256  177]
 ...
 [1571  476  414 ...  348  402  986]
 [ 966 1257  409 ...  777  182   88]
 [2041 1389  867 ...  219  170  134]]"	592.8337296609922	813.5889328063241
4	3	1	1	4	LF-0.05	Circle(xy=(283, 78), radius=12.6)	1572257	0.284090909090909	Rectangle(xy=(264.5, 35.5), width=67, height=59, angle=0)	0.23541247484909456	"[[ 275  236  556 ...  298  259  305]
 [ 266  233  276 ...  301  420  540]
 [ 179  146  672 ...  236  144  189]
 ...
 [ 492  268  212 ...  136  131  198]
 [  88  107  155 ... 1140  108  156]
 [ 102  141   92 ... 1433  664  131]]"	409.00559702274114	349.8853118712274
5	4	1	1	5	LF-0.05	Circle(xy=(361, 66), radius=9)	4496992	0.328125	Rectangle(xy=(332.5, 35.5), width=67, height=59, angle=0)	0.9051383399209486	"[[ 259  170  181 ...  152  173  141]
 [ 201  216  177 ...  152  112  341]
 [1244 1001  313 ...  177  222  201]
 ...
 [ 904  511  538 ...  112   95  485]
 [ 281  266  317 ...  129  104  163]
 [ 430  218  451 ...  339  743  259]]"	1244.553657878837	1044.9169960474308
6	5	1	1	6	LF-0.05	Circle(xy=(431, 58), radius=10.8)	1491268	0.29166666666666674	Rectangle(xy=(399.5, 35.5), width=67, height=59, angle=0)	0.38904109589041097	"[[ 120 9805 2000 ...  393  489  461]
 [ 409  423  323 ...  183  120  175]
 [ 221  143  340 ...  204  171  174]
 ...
 [ 105  129  136 ...  229  147  186]
 [ 141  212  111 ...  514  314  226]
 [ 288  175  216 ...  160  133   92]]"	539.4576678224995	388.85205479452054
7	6	1	1	7	LF-0.05	Circle(xy=(499, 61), radius=9)	1830271	0.3125	Rectangle(xy=(466.5, 35.5), width=67, height=59, angle=0)	0.4901185770750988	"[[1259  944 1061 ...  268  311  214]
 [ 468  555  471 ...  575  646  527]
 [ 156  187  255 ...  366  314  418]
 ...
 [ 162  356  422 ...  188  220  179]
 [ 520  532  246 ...  185  338 1115]
 [ 362  334  505 ...  147  236  196]]"	538.9815051099032	502.1106719367589
8	7	1	1	8	LF-0.05	Circle(xy=(567, 69), radius=16.2)	1939915	0.3846153846153848	Rectangle(xy=(534.5, 35.5), width=67, height=59, angle=0)	0.2810615199034982	"[[ 101  174  217 ...  117  289  151]
 [ 692  203  138 ...  119  174  177]
 [ 640  836 1877 ...  155  118  221]
 ...
 [ 643  383  193 ...  474  103  390]
 [ 160  530  435 ...  274  212  176]
 [ 218  117  209 ...  243  134  227]]"	604.8756438012888	458.3232810615199
9	8	1	1	9	LF-0.05	Circle(xy=(641, 67), radius=10.8)	2295771	0.4166666666666668	Rectangle(xy=(601.5, 35.5), width=67, height=59, angle=0)	0.4767123287671233	"[[ 152   86  149 ...  421  544 1215]
 [  83  504  189 ...  425  846 1460]
 [ 176  107  280 ...  376  457  600]
 ...
 [ 170  149  143 ...  572  879  586]
 [ 313  315  194 ...  390  903  502]
 [ 165  122  295 ... 2902  943 1198]]"	833.1689534333864	624.5506849315068
10	9	1	1	10	LF-0.05	Circle(xy=(704, 68), radius=10.8)	2851010	0.4027777777777779	Rectangle(xy=(668.5, 35.5), width=67, height=59, angle=0)	0.37534246575342467	"[[  439   309   252 ...   264   377   504]
 [  300   656   343 ...   246 13804 26473]
 [  549   394   344 ...   354   754  4089]
 ...
 [  956  1289  1163 ...   361   390   360]
 [  311   843  2848 ...  5641   890   360]
 [  311   685  2583 ...   353   481   321]]"	1149.445765181317	763.0054794520548
