ID	Block	Row	Column	Name	spot_images	circles	squares	circle_qual	std_intensities2	intensities2	intensities
0	1	1	1		"[[ 375  303   99 ...  519  285  297]
 [ 532  160  933 ...  132  244  133]
 [ 268  287  303 ...  627  618  181]
 ...
 [ 385  184  279 ...  274  315  349]
 [ 301  344  501 ...  270  225  267]
 [ 296  294 1545 ...  150  246  349]]"	Circle(xy=(258, 216), radius=20)	Rectangle(xy=(236, 76), width=180, height=168, angle=0)	0.21666666666666665	490.3499001164123	286.30787589498806	15698076
1	1	1	2		"[[255 237 281 ... 320 195 249]
 [216 273 165 ... 362 410 375]
 [263 391 285 ... 143 290 565]
 ...
 [390 306 256 ... 514 283 156]
 [470 229 169 ... 344 478 266]
 [310 366 474 ... 476 273 357]]"	Circle(xy=(483, 91), radius=20)	Rectangle(xy=(416, 76), width=180, height=168, angle=0)	0.11666666666666665	5423.297919822426	911.8254237288136	13672949
2	1	1	3		"[[324 300 390 ... 341 393 417]
 [372 252 240 ... 314 312 337]
 [194 188 117 ... 340 286 378]
 ...
 [112 368 240 ... 253 357 347]
 [284 406 231 ... 549 394 327]
 [302 252 297 ... 281 458 204]]"	Circle(xy=(656, 198), radius=20)	Rectangle(xy=(596, 75), width=180, height=168, angle=0)	0.15833333333333333	371.60240509040153	397.3890214797136	11801173
3	1	1	4		"[[235 269 353 ... 440 197 430]
 [449 756 471 ... 506 279 322]
 [387 509 321 ... 275 509 484]
 ...
 [359 468 357 ... 698 369 406]
 [317 337 348 ... 269 343 497]
 [415 428 287 ... 631 517 454]]"	Circle(xy=(907, 137), radius=20)	Rectangle(xy=(776, 75), width=180, height=168, angle=0)	0.075	445.36901220103715	413.3587907716786	15857657
4	1	1	5		"[[ 429  535  302 ...  727 1165  504]
 [ 393  451  516 ...  576  439  347]
 [ 392  272  606 ...  664  339  388]
 ...
 [1786  341  422 ...  413  594  407]
 [1845  304  492 ...  514  424  498]
 [3885  442  291 ...  878  343  503]]"	Circle(xy=(1042, 128), radius=20)	Rectangle(xy=(957, 74), width=180, height=168, angle=0)	0.08333333333333333	1073.57842218584	549.3126491646779	18233426
5	1	1	6		"[[410 452 479 ... 550 424 483]
 [549 626 601 ... 588 533 571]
 [451 510 451 ... 461 779 420]
 ...
 [626 420 493 ... 478 294 577]
 [643 428 378 ... 554 537 515]
 [620 691 524 ... 369 373 557]]"	Circle(xy=(1184, 92), radius=20)	Rectangle(xy=(1137, 74), width=180, height=168, angle=0)	0.11666666666666665	309.54432321895104	534.0619469026549	19596920
6	1	1	7		"[[408 421 404 ... 362 472 371]
 [615 403 517 ... 443 269 348]
 [607 619 313 ... 651 408 395]
 ...
 [478 393 746 ... 518 656 593]
 [442 332 470 ... 528 755 347]
 [581 456 431 ... 534 473 608]]"	Circle(xy=(1370, 133), radius=20)	Rectangle(xy=(1317, 73), width=180, height=168, angle=0)	0.075	809.9379050034247	394.05409705648367	14573694
7	1	1	8		"[[391 414 586 ... 326 350 451]
 [245 486 552 ... 563 271 461]
 [235 669 539 ... 345 527 551]
 ...
 [461 400 574 ... 467 381 329]
 [474 648 779 ... 312 220 379]
 [491 543 514 ... 523 387 479]]"	Circle(xy=(1575, 213), radius=24)	Rectangle(xy=(1497, 73), width=180, height=168, angle=0)	0.12500000000000003	809.7192364777394	438.28165086447297	15703354
8	1	1	9		"[[502 402 571 ... 486 554 451]
 [353 288 421 ... 543 787 295]
 [411 458 630 ... 751 587 478]
 ...
 [315 521 387 ... 556 464 344]
 [598 645 342 ... 427 318 335]
 [396 371 627 ... 320 602 337]]"	Circle(xy=(1798, 194), radius=24)	Rectangle(xy=(1677, 73), width=180, height=168, angle=0)	0.17361111111111116	1356.5449365412276	707.1556051310653	18903687
9	1	1	10		"[[ 367  406  576 ...  611  856 1855]
 [ 468  394  593 ...  676  883  646]
 [ 378  480  558 ...  763  520  743]
 ...
 [ 789  475  544 ...  570  590  621]
 [ 349  337  334 ...  484  493  571]
 [ 516  454  426 ...  555  408  806]]"	Circle(xy=(1865, 82), radius=20)	Rectangle(xy=(1857, 72), width=180, height=168, angle=0)	0.12499999999999999	313.9417617977245	712.5814863102999	17394743
